"Smokers","Adults.with.Obesity","Physically.Inactive","With.Access.to.Exercise.Opportunities","Excessive.Drinking","Uninsured","Unemployed","Children.in.Poverty","Life.Expectancy","Premature.age.adjusted.mortality","Age.Adjusted.Death.Rate","Child.Mortality.Rate","Infant.Mortality.Rate","Frequent.Physical.Distress","Frequent.Mental.Distress","Adults.with.Diabetes","HIV.Prevalence.Rate","Food.Insecure","Limited.Access.to.Healthy.Foods","Insufficient.Sleep","Uninsured.adults","Median.Household.Income","Suicide.Rate..Age.Adjusted.","Average.Traffic.Volume.per.Meter.of.Major.Roadways","Population","less.than.18.years.of.age","pp.65.and.over","mean","sd","median","days","agg","location"
13,30,28,57,16,8,4.3,19,79,284,338,46.2842606057622,5.86005778420359,10,12,12,184,11,0,30,9,55514,14,73,19383,15.8,26.7,8.335532072,4.765240248,7.5,6832,56948.35512,"Maryland Kent"
8,21,16,100,16,8,3.2,8,84.4,1823.63741927739,192,41,5,8,10,8,397,6,2,32,10,73504.2882415057,7,844,204126.186734387,23.2,15.5,8.594893233,4.973760908,7.652174,7053,60619.78197,"Maryland Montgomery"
12,37,23,71.0520907505637,14,11,4.1,12,79.5,2227.88340230568,332,50.5704461073899,8,10,11,13,190.105416436537,13,4,42,13,59671.2670419584,6,112.396881773463,186838.327124308,22.2,13.3,9.061198839,5.035814256,8.1,6614.8492199939,59170.0037392346,"Maryland Prince George's"
15,36,27,75,16,6,4.3,17,77.2,2132,376.39057708381,51,7,11,12,14,160.750935586667,11,6,31,7,55236.8356190644,14,238,150926,21.8,17.2,9.117365725,5.517455487,7.9,6786,61870.44381,"Maryland Washington"
12,21,18,84.5259997873937,20,4,4.3,10,79.6,2798,306,31,4,9,11,9,118.135777684154,8,10,30,4,60282.4548968594,15,65,213413,15.1,22.5576467205794,4.71364486,2.746934814,4,1070,5043.6,"Massachusetts Barnstable"
14,26,20,85,19,3,4,16,78.9,1765,348,37,5,11,12,10,154,10,6,31,4,58998.0828262482,12,91,126348,16.9,23.3,8.228082633,5.216036478,7.2125,5612.6751036591,38750.8205138373,"Massachusetts Berkshire"
15,29,27,95,21,4,4.3,14,78.6,6969,350,30,4,11,12,11,283,10,5,36,4,66005,12,105,177261.289658406,20.6,16.9,7.600918698,4.56775243,6.8,7937,60328.4917,"Massachusetts Bristol"
12,27,18,88,21,5,4.6,12,82,183,232,33.3783644148691,4.08695888632989,9,11,7,127.526986751688,9,1,29,5,59058.2786310397,11,29,17352,17.5,24.3,5.360329068,3.491170182,4.4,1094,5864.2,"Massachusetts Dukes"
12,25,21,96,21,4,3.4,13,80.3,1182.60300695804,284,32,4,10,11,10,279,7,4,34,5,63904.3533263072,9,207,109743.525440506,21.3,17,6.744205222,4.423539094,5.9125,6953.03707468865,50369.7389891391,"Massachusetts Essex"
14,29,22,79,20,3,3,15,79.8,888,291,50,4.78892446690945,11,12,12,144,9,6,33,4,58992,10,36,70963,17.5,22,6.623748613,4.459218499,5.666667,4968,32906.78311,"Massachusetts Franklin"
15,31,26,74.4021289511279,20,4,4.6,26,78.4,1845.90540366171,355,43,5,13,14,11,171.340683920906,10,5,34,4,52682,10,203,130399.965294466,21.5,16.8,7.84479643,5.409713937,6.6,4557.44820070378,33783.1318070693,"Massachusetts Hampden"
13,20,17,85,24,3,3,9,80.8,1426,259,41,5,10,12,7,121,10,10,30,3,63339.4195212121,10,66,161355,14.7,17.2,5.96045252,4.331604536,5.208333,7812,46563.05508,"Massachusetts Hampshire"
10,22,19,76.3140256324819,23,3,2.7,8,82.2,657.243283362054,228,27,3,9,10,7,99.0854353732513,8,3,31,4,67014.2274125755,8,127.468954877981,71662.5700194653,19.7,15.3,7.131651311,3.172295551,6.7,1396,9955.78523,"Massachusetts Middlesex"
12,23,20,77.9618678781486,21,2,3,6,81.7,666.230322343968,243,27,3,9,11,9,211,7,3,31,3,64305.6382045846,8,228,66306.7917719154,20.9,16.9,6.321305484,4.004218376,5.845833,4347,27478.71494,"Massachusetts Norfolk"
15,28,25,81.3224666034554,22,3,3.5,7,79.6,793.18864178238,308,25,3,10,11,11,221,8,6,37,3,61186.7284091386,10,71,69631.0111961495,21.4,18.1,6.574055713,4.142007145,6,6480,42599.88102,"Massachusetts Plymouth"
14,21,19,100,24,4,3,24,81.2,6642,289,51,5,11,13,8,830,14,0,35,5,68743,5,1041,646450.925353997,16.6,12,8.551144772,4.478742486,7.73913,29834,127230.388264683,"Massachusetts Suffolk"
14,27,23,92,23,3,3.5,11,79.2,9071,315,41,5,11,12,9,261,9,5,34,4,71767,9,140,236393.913299885,21,15.6,7.517791897,4.688828947,6.608696,9026,67855.58966,"Massachusetts Worcester"
16,34,20,68,19,5,3.3,14,79.1,1371,318,42,5,11,13,9,102,9,1,32,7,58583.0007799532,14,133,117327,24.2,16.5,7.900340426,5.099285104,6.7,1175,9282.9,"Michigan Allegan"
18,36,26,86,20,6,4.8,25,77.5,1579,387,43,5,12,13,9,93,12,8,36,7,50576,18,134.297625338096,103923,20.3,20.4,7.567562956,3.72344011,6.8,5337,40388.0835,"Michigan Bay"
17,33,23,87,16,7,4.3,21,77.4,2254,388,60,7,13,14,12,174,15,10,32,9,51509,16,211,154141,21.8,19.7,8.266004184,5.077461246,7.25,956,7902.3,"Michigan Berrien"
22,41,31,86,21,9,6.6,22,78.9,496,353,57.0070511038946,7.06398020262324,14,14,13,76,16,8,37,11,47380,19,10,37517,18.3,18,7.41108124,3.801812976,6.8,4760,35276.7467,"Michigan Chippewa"
19,35,26,76.7698567476816,18,7,4.9,22.3423239586008,75.3,2281.69101666206,412.372865224302,58.9480058947031,8,13,15,14,150,17,11,41,8,48370,14,113.798056604605,148121.981835955,22.5,17.5,7.937028386,4.172394931,7.2,5206,41320.16978,"Michigan Genesee"
18,32,20,89,22,6,3.6,19,78.6,3170,357,56,7,13,14,9,171,15,11,36,7,52837,14,206.695400195812,180450.42913838,20,13.5,8.150933173,3.85208584,7.4,5305,43240.70048,"Michigan Ingham"
18,31,19,78,22,6,3.4,17,79,2833,335,55.0196390927529,6,12,14,10,161,14,9,35,7,55881,13,180.11280077066,264870,21.6,15,8.457652542,3.967151337,7.666667,5827,49282.74137,"Michigan Kalamazoo"
15,30,20,91,22,6,3,15,79.9,2244.78627375924,290,48,5,11,13,9,184,11,5,33,8,67423.4251805668,12,161.839408788491,219360.623851269,24.1,13.7,8.927145128,4.68225379,7.9,7491.25297735782,70140.1909278338,"Michigan Kent"
16,29,22,73.5873180921761,16,7,6.9,19,78.1,36,357.045913214033,55.6263889544096,6.2420279576171,12,14,7,115.51487005554,14,8,33,8,51641,23.8199136348159,12,2113,14.8,24.6782228603716,3.339180766,2.850705271,2.4,1123,3749.9,"Michigan Keweenaw"
17,40,28,71,20,6,4.1,14,78.1,1354,354,42,6,12,13,13,58,11,8,38,7,55762,14,51,98266,21.1,19,8.414716918,4.118149526,7.7,5192,43689.21024,"Michigan Lenawee"
19,32,25,95,22,6,4,16,77.9,2124.58681639325,372,51,6,12,13,11,142,12,5,37,8,55342.836441836,14,164.378456900343,153727.831653297,21,17,8.311710963,5.604076482,7,1204,10007.3,"Michigan Macomb"
16,30,22,90,18,8,5.7,22,77.4,419,390,49.9331484886604,5.95577364349667,12,13,10,51,13,3,36,9,47401,26,103,24528,17.4,25.8,6.176733977,4.54672611,5,1139,7035.3,"Michigan Manistee"
18,36.1103005207602,23,67,19,8,5,21,79.1,199,324,51.2990837989589,6.53375960209368,13,14,14,174.410021579247,12,2,38,9,48413,15.066979696315,10,15113,23,20.5,6.206948759,3.431894068,5.458333,5142,31916.13052,"Michigan Missaukee"
17,35.5345923011789,28,79,20,5,4.2,14,77.7,2121,357.443773398827,41,5,11,12,11,70,11,6,35,6,56551.952004642,16,95,150439,21.4,18.1,9.265480132,5.512867416,8,1208,11192.7,"Michigan Monroe"
20,36,24,77,20,6,4.5,22,77,2507,392.084083431919,56.6558221495286,8,13,14,12,130,15,6.58623715213047,37,7,49960,16,225,173588,23.1,17,8.485882353,5.609412426,7.3,425,3606.5,"Michigan Muskegon"
12,25,19,75.0713237608159,20,5,3.3,10,80.2,1111.91429872267,286,43,6,9,11,9,184,11,5,32,6,65616.3297070436,12,137.987828239746,104848.651945556,21,16.8,8.68188711,5.570289817,7.5,1187,10305.4,"Michigan Oakland"
14,27,21,89,22,5,2.8,6,81.8,2099,227,41,5,11,12,8,52,8,9,32,6,70406.751833127,9,159,290494,24,15,8.666094421,5.565021546,7.3,699,6057.6,"Michigan Ottawa"
19,29,26,75,17,8,7.1,22,78.8,130,319,57.8546827711601,6.25273267515155,13,15,17,123.918539707674,16,10,35,10,44887,22.5247943145943,44,8068,17,26.8,5.052980666,3.084014831,4.6,5136,25952.1087,"Michigan Schoolcraft"
18,34,26,73,20,6,4.7,20,77.1,2446,373.53902852274,41,5,12,13,10,114.726839358145,12,13,32,7,56557,17,128,159337,20.8,18.8,8.450391829,4.297459568,7.625,5653,47770.06501,"Michigan St. Clair"
12,25,15,86.4127787919081,21,5,3,13,81.4,2914,251,45,5,10,12,7,172,13,6,31,5,68913.87782503,10,169.61416912569,184727.220700553,18.6,13.8,8.631705778,4.18381768,7.9,5840,50409.16174,"Michigan Washtenaw"
21,35,27,76.996957722457,17,7,5.2,32,75.3,2388.05771505103,479.781368676622,70.1892449159623,10,14,15,12,254.262009929959,20,4,42,8,46440,12,165.616306621303,147591.404991785,23.6,15.4,10.02410009,5.462946127,9.1,4237.60328737208,40879.7487964984,"Michigan Wayne"
15,30,20,95,21,5,2.8,7,81.4,3129,259,34,4,9,9,9,147,7,6,31,5,82284,14,157,194022.981510523,23.9,14.1,7.730081254,5.153980977,6.6,8623,66656.49066,"Minnesota Anoka"
17,30,27,65,21,7,3.6,16,79.4,411,313,30,5.58844946509366,9,10,9,43,10,13,29,7,57179.4244154071,18,35,34371,24.4,20.5,5.741367609,4.644578093,4.857143,6963,39977.14266,"Minnesota Becker"
19,34,23,80,24,9,4.1,24,78,537,370,92,10,12,12,10,62,13,7,31,10,47073,17,96,46847,25.1,16.1,5.583161889,4.597933923,4.7,3758,20981.52238,"Minnesota Beltrami"
20,30,21,73,22,5,4.1,11,78.5,429,326,40,5.6346849652543,9,10,10,47,10,7,32,6,60412,15,66,35837,22.4,17.1,4.66057913,3.553444778,4,3201,14918.5138,"Minnesota Carlton"
16,31,28,72,17,8,5.1,20,77.2,495,360.198722984554,43.3302139341969,6.85701271812108,10,12,12,78,11,5,29,9,48651,25,30,29519,21.1,25.9,5.253439396,4.436080211,4.4,1479,7769.836866,"Minnesota Cass"
15,22,18,84.1602571574536,21,8,3.5,14,82.2,71,267,33.4966852338063,4.05237986765707,10,11,9,161.151425043603,10,10,27,9,54465,15.6059395714755,2,5393,15.8,28.6,4.976536543,3.298709297,4.333333,6435,32024.01265,"Minnesota Cook"
17,30,22,70,20,5,3.9,17,79.9,780,299,29,5.16526784155131,9,10,10,22,10,2,29,6,53481,20,84,64889,21.7,22.4,5.725732864,4.294901,4.875,6991,40028.59845,"Minnesota Crow Wing"
14,29,18,76.3031221294269,21,4,2.5,8,82.4,3147,220,36,5,8,9,8,119,7,5,30,5,69413.8637578652,13,125.319133345408,122095.097531078,24.4,14.2,7.363384733,4.852363752,6.208333,5430.18596564624,45446.2269937683,"Minnesota Dakota"
12,23,16,78.0456482981231,24,5,2.5,12,81.3,1081.87683911322,257,47,5,8,9,7,86.3879586370311,11,5,28,6,70360.3656359859,11,150.240624258469,122465.072848391,22,14,8.02401568,5.137218106,6.958333,5274.77949170543,41851.6338741628,"Minnesota Hennepin"
14,28,28,77,20,5,3.1,12,78.8,162,362,37.2902663034348,4.70089196755269,9,10,10,144.271314810542,8,3,27,5,61015,14.8993628552973,0,10658,18.8,26,4.318250988,3.675591026,3.5,7958,34364.64136,"Minnesota Lake"
15,31,23,76,21,5,2.9,14,81.7,213,249,38,5.04041950516817,10,10,10,52,10,7,30,6,57690,11,127,25629,25.8,15.8,6.576672369,4.751027759,5.5,7220,47483.57451,"Minnesota Lyon"
12,27,20,77.3261572207527,19,4,2.3,8,82.5,1171,227,38,4,8,10,8,157,8,3,30,5,69589.1055768497,11,270,156277,24.5,15.5,7.914050767,5.122417637,6.7,5684.78812318911,64863.56009,"Minnesota Olmsted"
14,26,19,77.6658039546165,21,6,2.7,21,79.9,1323.07729921111,296,55,6,9,11,8,101.665990042318,12,5,28,7,63356.2279969336,13,173.339010731273,132639.513334195,23.3,14.4,8.019797079,5.223368697,6.9,4542.54247839292,36818.6949616819,"Minnesota Ramsey"
14,25,28,60,21,5,2.3,12,80,91,269,46.0928744063617,5.08595000961013,9,10,5,78,8,3,28,6,61915.0199547832,15.4076241327005,71,9414,25.6,19.8,6.701327434,4.294733955,5.6,678,4543.5,"Minnesota Rock"
12,29,19,88,24,4,2.5,6,82.5,883,202,29,3,8,9,8,87,6,3,31,5,71169.3103219474,9,119,147381,27.5,10.9,7.268936015,4.737645931,6.25,1905,13847.32311,"Minnesota Scott"
15,29,22,76,25,5,2.9,14,82.2,1261,250,50,5,9,10,8,43,11,5,32,6,61013.6994322717,12,129,159256,23,15.1,6.763338829,4.847990857,5.583333,7096,47992.65233,"Minnesota Stearns"
11,25,16,80.2854604010943,20,3,2.5,5,82.2,1934,216,30,4,8,8,8,84,6,7,27,4,73598.7940646891,11,150,259201,24.6,15,8.131492658,5.212091098,7.2,6204.58765297211,54370.8887107559,"Minnesota Washington"
15,30,25,71.129066328253,21.5630068675376,6,2.6,11,80.5,463,277,57,6,9,11,8,50,10,4,30,6,56076,14,114,50825,18,17,6.714101545,4.521153917,5.6,1834,12313.66223,"Minnesota Winona"
15,32,20,86,22,4,3,5,81.3,1004,235,27,4,8,9,7,42,7,2,29,5,69520.9709379377,13,131,136349,27.9,12.6,7.341076395,4.962972499,6.2,7092,52062.91379,"Minnesota Wright"
22,35,32,69,12,15,6.2,28.0339115843055,73.3,655,549.107431806655,71.7287600109619,8,16,16,13,203.952229460766,17.7347745265399,13,41,19,33392,12,150,31192,20.1,18.8,10.41818182,3.958619288,9.7,121,1260.6,"Mississippi Adams"
25,39,33,39,12,16,6.1,39,72.1,722,648,85,8,17,17,12,434,28,24,37,20,33116,8,94,31333,24.3,15.8,9.928370461,4.472783531,8.991667,3721,36943.46649,"Mississippi Bolivar"
15,35,29,70,16,10,3.8,13,76.9,2318,406,46,6,12,12,12,255,13,9,32,13,59042.4589035947,14,171,182001,25.7,12.9,9.192764868,3.832803416,8.5,7976,53391.7467131258,"Mississippi DeSoto"
19,31,29,75,15,15,4.4,31,73.6,1306,480.783922680658,92,13,14,14,11,354.895368131134,21,7,37,20,39061,15,164,75036,23.1,13.6,9.534719495,3.985441821,8.9,7209,37006.2453720239,"Mississippi Forrest"
20,34.4952911985243,33.968764446766,34,13,15,4.3,25.8670125882367,70.7,507,505.626891747955,76.928639109013,9.53589065096959,14,15,16,205.966042066796,16.1888088897455,8,36,16.8041561642555,39633,14,132,21055,23.9,17.8,7.941641337,3.715330662,7.2,658,5225.6,"Mississippi Grenada"
18,34,29.1025934569642,55,17,16,5,23.761040003566,76.9,805,411.93253982639,58.5515447601121,8,13,13,13,214,14,6.52905458328669,32,16.1347137946318,49843,17,79,47334,20.5,19.8,7.807772994,3.483328675,7.0125,2326,18160.87998,"Mississippi Hancock"
18.7929552650023,34,30,71,17,11.9054812425634,4.5,24.1574467005689,75.2,2477.68993274432,447.744092565118,60.6440024617873,8,13,14,11,275.572532558604,18,10.0026271615209,36,14.7892066786784,45355,21,168,206650,23.9,15,9.107061854,3.82315084,8.4,7868,57665.036400261,"Mississippi Harrison"
19,37,31,69,13,14,4.6,23.9902512245072,75.2,2269.94372072645,449.260830304758,66.1948348692576,10,13,14,14,345.937102544792,14.8589461342998,12,38,19,44776,10,135.51418035354,237085,24.1,14.1,10.22582828,4.514634525,9.4375,4841.07337355161,46606.9124931413,"Mississippi Hinds"
19,33,26,75,15,14,5.5,27,76.3,2170,434,62,8,13,13,14,223,15,11,32,17,51771,17,120,143277,23.3,15.9,8.576966713,3.555149942,7.9914855,2322,19915.71671,"Mississippi Jackson"
19,40,31.5015653770742,50,14,17,4.8,29,74.5,1193,459.64599763457,66.7268661025351,9,15,15,18,294.784137862575,17,5,33,22,42435,14,150,68461,25.1,16.9,12.22709251,5.142258109,11.5,454,5551.1,"Mississippi Jones"
20,36,34,52,13,13,5,34,75.2,1300,485.327515449188,71.900928704616,10,14,14,13,352.892500704678,20,11,38,16,40077,8,103,75317,23.4,17.4,11.06815974,4.351513747,10.3,2394,26497.17441,"Mississippi Lauderdale"
18,31,29,53,14,14,3.9,20,74.9,1357,438.364136919824,63.3245970069798,9,13,13,13,304.021984058949,16,9,33,18,51088,12,81,85202,25.3,14.8,10.59910644,4.339249981,9.9,2362,25035.08941,"Mississippi Lee"
22,38,32,83,18,11,3,22,76.3,1357,430.630303626318,57,8,14,14,12,180,14,7,34,14,52506,19,177,88571,22.5,16.1,9.498476814,4.890514047,8.7,3729.50841214289,36212.1720816055,"Missouri Buchanan"
17,37,26,69,20,9,3.1,11,78.8,1274,344,50,5,11,12,11,98,11,9,31,11,71374,22,48,104954,24.2,16.9,8.662567337,4.874500975,7.7916665,6918,59927.64084,"Missouri Cass"
23,34,30,58,15,15,3.4,30,75.7,256,466.478073013773,68.0023103617209,7.55318162250419,16,16,8,145.476369332141,15,6,32,18,37288,25,58,14165,24.1,23.4,8.381413627,4.656295241,7.5,7654,64151.3399,"Missouri Cedar"
16,33,24,91,20,9,2.9,9,79.7,2490,306,46,5,12,12,10,182,11,6,35,11,63816.5578557928,19,311,246365,24.1,14.1,8.073442042,4.507442295,7.2395835,7770,62730.64467,"Missouri Clay"
20,33,24,83,19,11,2.6,17,77.3,3962,417,57,6,14,14,11,223,15,7,31,14,44799,21,300,291923,20.9,16.5,8.381621035,4.385685413,7.586957,6301,52812.59414,"Missouri Greene"
20,32,23,78.9371126736177,21,13,3.7,19,77.3,2428.95794258409,392.036425279024,52.3155584596346,6,13,14,11,202.402500648605,16,7,37,15,55864,19,191.479533741263,188852.384944022,23.6,14.9,9.08850124,4.772345914,8.2,5031.01659436445,43182.4155518943,"Missouri Jackson"
19,33,23,68,20,10,3.1,10,75.9,2243.89371470259,366.733437290739,45,5,13,13,13,93,11,8,33,12,60003.4659908653,22,188,224347,23.2,15,9.343750915,5.172267097,8.4,7340,53186.4486552507,"Missouri Jefferson"
18.7393599386217,34,26,80.8968793658487,20,13,3.8,23.0837330132246,73.9,2344.61991205786,439.871598552359,71.4626060879681,9,15,15,12,285.382790523546,15.6342185454325,3,37,15,43263,12,300.806588328754,170438.626896704,19,13.7,10.14323455,5.316812942,9.2,4763.84480834578,47088.562435403,"Missouri St. Louis City"
21,36,32.3882282760866,64,16,12,4.4,22,75.5,546,440.815885920822,50,7.90397435682797,15,14,16,32,15,2,34,15,40808,17,50,29206,21.7,20,7.714647887,4.307917118,6.8,1065,8216.1,"Missouri Stoddard"
21,29,31,72,17,16,5.2,23,77.1,874,459.553860915506,62.9401980742064,8,15,15,10,97,16,10.9609477650999,32,15.0728580151953,40887,20,74,55852,21.1,21.7,6.414310799,3.654914203,5.7,1139,7305.9,"Missouri Taney"
17,27,25,83,19,10,3.6,16,77.9,1125,381,42,5,12,12,9,52,12,9,30,12,50054,22,229,81643,22.4,18.6,7.682199829,5.542292179,6.495644,7160,55004.55078,"Montana Cascade"
15,31,26,72,19,11,3.7,16,78.6,173,361,44.6238913371121,5.59399268833607,11,12,12,107.323925249172,12,11,26,13,49147,15,107,11113,20.8,24.5,4.368101566,5.440466555,3.208696,6441,28134.94219,"Montana Fergus"
16,22,20,81,21,10,4.8,16,79.7,1138,290,40,5,10,12,7,49,12,4,26,12,54382,24,124,102106,22,19.5,8.032827546,8.931084228,6.1,6777.11475374939,48266.4878666863,"Montana Flathead"
14,17,13,82,27,8,2.5,8,82.4,654,195,41,3,10,11,4,54,11,3,24,9,65513.3750705295,19,111,111876,20,12.6,5.369706899,6.753473512,4.054167,6116.60225694439,36046.5467048991,"Montana Gallatin"
20,29,22,55,18,15,4.3,26,77.9,426,389,48.7270871509392,6.00362562710583,13,14,9,73,14,3,30,19,44833,18.181310210047,51,30250,23.3,22.1,3.230615942,6.346660174,1.8,1104,3566.6,"Montana Lake"
14,27,20,78,21,8,3.3,13,79.5,830,320,53,5,10,11,8,55,11,6,25,9,55921.0918899887,25,173,68700,21.5,18.8,6.414114111,8.094301035,4.183333,4864.15877597229,29835.3182363725,"Montana Lewis and Clark"
16,26,22,71.384388883612,19,13,7.4,20.8993273090293,78.2,354,384,51.3960100711622,6.1368902193992,12,13,10,60,14,6,26,15,40602,21.6394237298392,53,19794,18.2,21.2108428877482,12.01391913,10.45708074,9.2,7382,58342.7679524947,"Montana Lincoln"
17,22,17,81.7146683541221,25,9,3.3,13,79.5,1218,300,55,5,11,12,6,118,13,7,27,10,56207,25,244,118791,18.8,15.6,12.02236635,6.92313165632551,8.191667,6258.52166360791,52776.5248683459,"Montana Missoula"
18,35,26.3416454477744,65,21,14,4.5,22,78.9,50,299,53.8470638279823,5.49095014505998,12,13,11,0,13,11,28,16,44730,17.4882808121424,45,4074,23.8,22.5467314743914,4.891916553,5.757336884,3.8041665,5352,26181.53739,"Montana Phillips"
15,27,27,72.0737095075886,20,15,2.9,16,84.3,1462.19704827396,351.949501244753,51.8079281249262,5.53925548985906,11,12,9,0,10,18,24,15,47378,19.8975475865635,28,1716,16.7,27.2,6.62356811,6.215712806,5,6930,45901.327,"Montana Powder River"
18,32,26,83,23,11,4.1,21,78.1,107,374,49.8840855735696,6.26256982767557,11,12,12,115,13,7,27,12,48966,20.0941436804462,34,6968,14.6,20.6,3.506832872,5.781696327,1.9,1083,3797.9,"Montana Powell"
15,27,24,72,19,13,4.2,23,79.7,548,294,55,5.49857081258083,12,12,7,41,12,2,27,15,50055,28,46,43172,19.1,25.8,8.789170922,14.52292571,5.15,8192,72000.88819,"Montana Ravalli"
14,31,28,61,23,11,3.1,10,78.2,144,378,54.7703048627108,5.70116827938657,9,10,8,81.075929045963,10,9,30,12,61854.0477298467,35,150,10913,25.3,15,6.320021637,4.858717993,5.41875,7108,44922.71379,"Montana Richland"
31,35,29,49,22,20,4.6,29,75.5271167473634,250,488.16026193825,67.9871557957531,13,17,16,17,163.317152187947,17,31,32,25,40179,28,68,11059,33.5,11.4,4.011912226,4.706983617,2.9,957,3839.4,"Montana Roosevelt"
21,32,25,55,21,14,5.3,22,73.3,165,402.091089400954,58.2972947513303,7.17545887791552,13,13,13,112.146156359157,13,10,30,16,57674,18.7351403524286,18,9063,22.8954551166322,15.8,5.281201883,5.853823723,3.8,3932.30005111406,42360.52031,"Montana Rosebud"
18,25,29,61.3581724071718,18,16,6.4,25,77.5,215,380.508127121704,53.0598221068855,6.52684128128452,14,14,11,112.375762650914,15,9.11669008806015,27,17,39861,15,12,11844,17.5,21.4049808951571,7.682665351,4.32842327588116,5.183333,3183,24453.92381,"Montana Sanders"
15,30.2322238265847,26.0380116715005,64,22,11,2.4,13,81.3,39,257,51.9705426384192,6.03210045773763,10,11,8,84.9206023201131,10,12,25,12,51690,20.9969593420225,61,3424,20.4,22.6,4.112957746,4.409637981,3.1,1065,4380.3,"Montana Sheridan"
17,25,23,63,21,10,4,20,76.6,547,366.108324084593,49.5371726130008,5.25773830061981,12,13,8,72,14,4,28,11,47302,20.2921396665095,165,34993,20.3,19.1,9.153025035,9.145137523,6.4,7911,47847.1231296418,"Montana Silver Bow"
16,27,22,85,23,9,3.3,12,78.3,1965,351,52,6,11,12,8,109,10,7,30,11,58977.2149178932,24,278,160137,23.5,16.9,6.215232103,4.801347762,5.429167,7006,43543.91611,"Montana Yellowstone"
16,30,22,81.4783950436737,22,10,3.1,13,79.1,2165.79153633361,324,59,6,10,11,9,196.765909657994,13,3,31,12,64715.4306814021,12,163.612289189217,209501.861341479,25.6,13,8.589031618,5.024539998,7.583333,6207.23778710361,55778.0055257413,"Nebraska Douglas"
14,29,31,56,18,13,2.3,26,82.6,20,239,53.9230095831345,5.84601890994392,10,11,12,136.812011439665,11,6.41441254292054,26,14,39192,25.4614708648599,14,1897,19.6,27.9,3.67917847,2.737287554,3,706,2597.5,"Nebraska Garden"
16,35,28,69.6300098355176,19,13,3.2,18,78.3,701,350,58,7,10,11,10,138.330371063807,10,11,31,17,53792,15,60,61607,27.5,14.9,6.151654607,3.953179117,5.3,1355,8335.491992,"Nebraska Hall"
13,29,18,75.6663588874883,25,8,2.5,13,80.2,2791,283,47,5,10,10,8,97.5682452932554,13,3,27,10,66380.7314458399,14,106,113378.211431254,22.9,13.9,7.567036173,4.575119108,6.5,1714,12969.9,"Nebraska Lancaster"
13,33,20,92,24,6,2.7,6,81.3,1329,245,41,4,8,10,9,86.6053675110294,10,5,31,8,79358,10,90,184459,27.4,11.8,9.540101935,5.112447058,8.695652,6741,64309.82715,"Nebraska Sarpy"
18,36,26,75,16,11,3.2,19,78.3,488,379,53,7,11,12,12,153.37219655657,10,2,29,14,50247,10,51,35989,25,19,5.6028,3.930595596,4.8,1000,5602.8,"Nebraska Scotts Bluff"
14,27,28,74.282575496792,20,13,3,23,77.573170477613,1591.2142085958,402.625921307592,55.4308764981199,5.82033710833232,10,11,6,131.082862025567,13,27,26,14,48275,24.2816779003568,14,720,23.9,26,4.130783939,3.161528423,3.3,1046,4320.8,"Nebraska Thomas"
14,32,22,49,22,6,2.8,7,80.6,195,243,41.113517906297,4.70849280868419,9,10,11,79.3522275493512,11,0,25,7,77838,9,69,20667,24.3,17.8,7.707432432,4.682883221,6.8,1184,9125.6,"Nebraska Washington"
19,28,22,73.2633940840867,20,13,4.7,17,74.7,1086,401.905114361192,48.8535725407645,6,13,14,11,112.123557607045,12,5,34,14,56382,25,224,55414,20.3,20.3,6.108352776,8.980118959,4.4,5305,32404.81148,"Nevada Carson City"
17,26,24,76.3194867830742,18,13,4.8,20,78.8,2062.39959314009,358,51,5,12,12,11,169.149287211972,13,4,39,16,57155,19,159.528902467852,157917.936553181,23.2,14.7,7.049835713,4.734068442,6.120833,5522.29733725806,42909.0914813631,"Nevada Clark"
14,25,20,78.9003009907119,18,12,4.3,12,81.4,628,277,42,8,11,12,9,102,11,13,30,13,54539.8037384392,22,239,48467,16.3,21.2602339128358,8.430603633,5.52794621267309,5.666667,4870,41057.03969,"Nevada Douglas"
17,29,26,69,23,13,3.3,10,79.1,547,345,49,6,11,12,10,65,9,9,33,15,59699.0684442601,21.9364847725136,130,52460,27.3,11.3,2.997589286,3.984817421,1.8,1120,3357.3,"Nevada Elko"
15,23,18,84.3563334202026,24,12,3.6,14,78.3,1130.55317551072,350,50,6,12,13,8,94.7587591618535,11,8,32,14,55212.207542679,21,154.106606991108,88408.6650479108,21.6,16.4,7.330715921,6.823203232,5.708333,5041.68523365658,37146.4967196117,"Nevada Washoe"
18,33,24,59,21,11,3.7,16,79.4,129,373,54.8254186400249,6.12245231416271,12,13,8,181,11,14,35,12,58942,33,202,9475,19.9,18,2.305102041,2.36213199,1.8,1078,2484.9,"Nevada White Pine"
14,29,23,87,19,8,2.5,12,78,883,350,24,4.96935331621581,10,12,9,82,9,4,29,9,64777,18,75,61022,18.5,22.1,4.925684596,3.942417992,4.083333,1758,8659.353519,"New Hampshire Belknap"
17,30,19,75,21,7,2.5,13,78.8,927,321,44,4,11,12,9,61,10,3,32,9,56714.8302879386,20,75,76493,17.9,19.9,7.467870635,5.872909241,5.9,7554,56412.29478,"New Hampshire Cheshire"
17,34,26,74,17,8,3.2,21,77.1,554,361.549448085886,48.1916841939015,6.41641036627174,11,12,13,85,11,5,36,9,44259,23,62,31589,16.3,23.7,3.233858268,2.597880014,2.5,1016,3285.6,"New Hampshire Coos"
